Account Number,Legal Name,Owner First Name,Owner Middle Initial,Owner Last Name,Suffix,Legal Entity Owner,Title,Has Website,Social Media Presence,Marketplace Usage,Payment Digital Adoption,Active Social Media Channels,Social Media Posting Frequency,Year Started Digital Adoption,POS (Point of Sales) Usage,Online Ads Usage,E-Wallet Acceptance,Business Size,Monthly Revenue,Number of Employees,Location Type,Formalization Status,Willingness to Develop
ACC03771,Usaha Maju,Lucy,D,Davis,Sr.,Perorangan Bersama,CEO,Tidak,Tidak,Ya,Ya,TikTok,Tidak Pernah,2015-2018,Ya,Tidak,Tidak,Small,<5 Juta,>10 Orang,Pasar,Dalam Proses,Bersedia
ACC03772,Toko Mandiri,Charlie,,Miller,III,PT Sentosa,Director,Tidak,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Toko,Formal,Tidak Bersedia
ACC03773,Kios Mandiri,Jane,A,Miller,Jr.,PT Bersama,President,Tidak,Tidak,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Online-Only,Formal,Tidak Bersedia
ACC03774,UMKM Jaya,John,C,Garcia,,UD Abadi,President,Tidak,Ya,Ya,Ya,Tidak Ada,Setiap Hari,<2015,Tidak,Ya,Tidak,Small,>30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC03775,Usaha Sejahtera,Bob,,Martinez,III,PT Abadi,CEO,Tidak,Ya,Ya,Tidak,TikTok,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Medium,15-30 Juta,>10 Orang,Rumah,Formal,Tidak Bersedia
ACC03776,Kios Berkah,Eve,C,Martinez,Sr.,PT Sentosa,Owner,Tidak,Ya,Ya,Tidak,TikTok,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC03777,Warung Maju,Bob,,Garcia,III,CV Makmur,Director,Tidak,Tidak,Ya,Ya,TikTok,Setiap Hari,2015-2018,Ya,Tidak,Tidak,Small,<5 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03778,Kios Sejahtera,John,,Martinez,,CV Utama,Manager,Ya,Ya,Ya,Tidak,Tidak Ada,Jarang,2019-2021,Tidak,Ya,Ya,Small,>30 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC03779,Toko Berkah,Lucy,,Martinez,III,Perorangan Utama,Owner,Tidak,Ya,Tidak,Ya,WhatsApp,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Medium,>30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC03780,Usaha Berkah,Eve,B,Smith,III,CV Utama,Director,Ya,Ya,Ya,Tidak,TikTok,Tidak Pernah,2022-Sekarang,Ya,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC03781,Warung Jaya,Ella,D,Williams,Sr.,PT Makmur,Manager,Ya,Tidak,Tidak,Tidak,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03782,UMKM Berkah,Lucy,B,Brown,Jr.,Perorangan Utama,Director,Tidak,Tidak,Tidak,Ya,WhatsApp,Jarang,<2015,Tidak,Tidak,Ya,Small,15-30 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC03783,Usaha Sejahtera,Eve,B,Jones,Jr.,PT Bersama,CEO,Tidak,Ya,Tidak,Tidak,Instagram,Tidak Pernah,<2015,Tidak,Tidak,Ya,Medium,5-15 Juta,>10 Orang,Toko,Informal,Tidak Bersedia
ACC03784,Usaha Maju,Alice,,Jones,Jr.,Perorangan Utama,President,Tidak,Ya,Ya,Ya,Instagram,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Small,<5 Juta,>10 Orang,Toko,Dalam Proses,Bersedia
ACC03785,Kios Maju,Lucy,A,Williams,III,Perorangan Bersama,Manager,Ya,Ya,Ya,Ya,WhatsApp,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Tidak,Tidak,Small,>30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC03786,Toko Maju,John,A,Brown,Sr.,Perorangan Utama,Owner,Ya,Ya,Ya,Ya,Instagram,Beberapa Kali Seminggu,2022-Sekarang,Ya,Ya,Tidak,Micro,>30 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC03787,Kios Berkah,Ella,B,Rodriguez,Sr.,PT Bersama,Owner,Ya,Tidak,Ya,Ya,Facebook,Tidak Pernah,<2015,Tidak,Tidak,Ya,Medium,>30 Juta,>10 Orang,Pasar,Formal,Bersedia
ACC03788,UMKM Jaya,Eve,D,Johnson,Jr.,UD Abadi,Director,Ya,Tidak,Ya,Tidak,Tidak Ada,Setiap Hari,2015-2018,Ya,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Online-Only,Informal,Bersedia
ACC03789,Usaha Maju,Ella,,Miller,Jr.,UD Sentosa,Manager,Tidak,Ya,Ya,Ya,TikTok,Jarang,2022-Sekarang,Ya,Tidak,Ya,Small,>30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC03790,Warung Berkah,Tom,,Williams,Jr.,UD Makmur,Director,Tidak,Ya,Ya,Tidak,Facebook,Jarang,Belum Mengadopsi,Tidak,Ya,Ya,Micro,<5 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC03791,Toko Sejahtera,Jane,D,Williams,Jr.,PT Sentosa,Owner,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,2015-2018,Tidak,Ya,Ya,Micro,>30 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC03792,Toko Mandiri,Alice,B,Miller,,UD Utama,CEO,Ya,Tidak,Ya,Tidak,TikTok,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Ya,Micro,>30 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC03793,Kios Mandiri,Bob,B,Miller,Sr.,PT Makmur,Owner,Tidak,Tidak,Ya,Tidak,Facebook,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Rumah,Formal,Bersedia
ACC03794,Toko Sejahtera,Lucy,A,Jones,Jr.,UD Makmur,CEO,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,<2015,Ya,Ya,Ya,Small,5-15 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03795,UMKM Sejahtera,Alice,B,Rodriguez,Jr.,CV Utama,CEO,Ya,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC03796,Warung Berkah,David,B,Jones,Sr.,UD Makmur,Owner,Tidak,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Small,<5 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC03797,Warung Maju,David,A,Martinez,Sr.,Perorangan Utama,Manager,Tidak,Ya,Tidak,Ya,TikTok,Jarang,<2015,Tidak,Tidak,Ya,Medium,>30 Juta,3-5 Orang,Toko,Formal,Bersedia
ACC03798,Kios Maju,David,D,Johnson,Sr.,CV Sentosa,CEO,Tidak,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Ya,Micro,15-30 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC03799,Usaha Mandiri,Ella,C,Rodriguez,Jr.,Perorangan Abadi,Owner,Ya,Ya,Tidak,Ya,Instagram,Setiap Hari,2015-2018,Tidak,Ya,Ya,Medium,15-30 Juta,6-10 Orang,Online-Only,Dalam Proses,Bersedia
ACC03800,UMKM Sejahtera,Ella,A,Miller,Jr.,Perorangan Abadi,Director,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03801,Usaha Sejahtera,John,B,Johnson,,UD Bersama,Owner,Ya,Ya,Tidak,Tidak,Instagram,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Ya,Small,5-15 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC03802,Toko Berkah,David,B,Jones,III,PT Abadi,Director,Tidak,Ya,Ya,Ya,Tidak Ada,Tidak Pernah,2022-Sekarang,Ya,Tidak,Tidak,Micro,5-15 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC03803,UMKM Jaya,David,C,Miller,III,CV Abadi,President,Ya,Tidak,Tidak,Ya,Facebook,Jarang,<2015,Tidak,Ya,Ya,Small,<5 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC03804,Warung Sejahtera,David,,Williams,III,UD Utama,Owner,Ya,Ya,Ya,Ya,Tidak Ada,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Medium,<5 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03805,UMKM Berkah,Eve,B,Rodriguez,Sr.,UD Bersama,CEO,Ya,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Seminggu,<2015,Ya,Tidak,Tidak,Small,15-30 Juta,3-5 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC03806,Warung Maju,John,B,Rodriguez,Jr.,UD Makmur,Manager,Tidak,Tidak,Ya,Tidak,WhatsApp,Setiap Hari,Belum Mengadopsi,Tidak,Ya,Ya,Small,15-30 Juta,>10 Orang,Online-Only,Formal,Tidak Bersedia
ACC03807,Warung Jaya,David,,Brown,Sr.,CV Utama,Director,Ya,Ya,Ya,Ya,Tidak Ada,Jarang,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Bersedia
ACC03808,UMKM Maju,Jane,A,Miller,III,CV Sentosa,CEO,Tidak,Tidak,Ya,Ya,Tidak Ada,Jarang,2022-Sekarang,Ya,Tidak,Ya,Micro,>30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC03809,Usaha Berkah,Jane,D,Brown,III,Perorangan Sentosa,Owner,Tidak,Ya,Tidak,Ya,Instagram,Setiap Hari,2022-Sekarang,Tidak,Ya,Tidak,Medium,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Bersedia
ACC03810,Toko Jaya,John,D,Garcia,,Perorangan Bersama,Owner,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Pasar,Formal,Tidak Bersedia
ACC03811,UMKM Sejahtera,Charlie,C,Rodriguez,,CV Makmur,Director,Tidak,Tidak,Ya,Ya,TikTok,Jarang,<2015,Ya,Tidak,Ya,Small,5-15 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC03812,Warung Maju,Jane,,Smith,,Perorangan Bersama,Manager,Tidak,Ya,Tidak,Ya,Instagram,Setiap Hari,2015-2018,Tidak,Ya,Ya,Small,>30 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03813,Kios Mandiri,Tom,,Garcia,,Perorangan Bersama,CEO,Tidak,Ya,Ya,Ya,Facebook,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Tidak,Small,>30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC03814,UMKM Maju,Ella,,Brown,Jr.,PT Bersama,Manager,Tidak,Ya,Ya,Ya,Facebook,Setiap Hari,Belum Mengadopsi,Tidak,Ya,Tidak,Small,5-15 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03815,Toko Berkah,Alice,D,Brown,,CV Bersama,Director,Tidak,Ya,Tidak,Ya,Instagram,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC03816,Kios Jaya,Bob,A,Johnson,,PT Abadi,President,Ya,Ya,Ya,Tidak,Tidak Ada,Tidak Pernah,2019-2021,Ya,Tidak,Tidak,Medium,<5 Juta,3-5 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03817,Kios Berkah,Eve,A,Garcia,,Perorangan Utama,CEO,Ya,Ya,Tidak,Tidak,Tidak Ada,Setiap Hari,<2015,Ya,Ya,Tidak,Small,15-30 Juta,3-5 Orang,Toko,Formal,Tidak Bersedia
ACC03818,Usaha Maju,John,,Johnson,,Perorangan Bersama,Owner,Tidak,Ya,Ya,Tidak,Facebook,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Ya,Small,15-30 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03819,Usaha Maju,Bob,B,Brown,Jr.,Perorangan Utama,Director,Ya,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03820,Kios Berkah,Eve,A,Johnson,Jr.,Perorangan Utama,Director,Ya,Tidak,Ya,Ya,WhatsApp,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Micro,5-15 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC03821,Warung Sejahtera,David,D,Brown,III,CV Utama,Owner,Tidak,Tidak,Tidak,Tidak,Tidak Ada,Jarang,2015-2018,Tidak,Tidak,Ya,Micro,15-30 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03822,UMKM Maju,John,B,Garcia,III,CV Bersama,President,Tidak,Ya,Tidak,Tidak,Facebook,Setiap Hari,2022-Sekarang,Ya,Tidak,Tidak,Small,<5 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC03823,Warung Jaya,David,,Miller,III,PT Sentosa,Manager,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Seminggu,<2015,Ya,Tidak,Ya,Small,<5 Juta,6-10 Orang,Rumah,Informal,Tidak Bersedia
ACC03824,Usaha Berkah,Lucy,C,Johnson,,Perorangan Abadi,President,Tidak,Ya,Ya,Ya,Instagram,Jarang,2015-2018,Ya,Ya,Tidak,Micro,15-30 Juta,3-5 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03825,Toko Berkah,David,C,Johnson,III,UD Utama,CEO,Tidak,Tidak,Tidak,Ya,Instagram,Jarang,2015-2018,Ya,Tidak,Tidak,Micro,<5 Juta,>10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03826,Warung Sejahtera,David,,Davis,,UD Bersama,President,Tidak,Tidak,Tidak,Tidak,TikTok,Jarang,Belum Mengadopsi,Ya,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Online-Only,Formal,Tidak Bersedia
ACC03827,Toko Berkah,Tom,,Smith,III,PT Utama,CEO,Ya,Ya,Ya,Ya,WhatsApp,Jarang,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,>30 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03828,Kios Sejahtera,Tom,,Williams,Sr.,PT Sentosa,Director,Ya,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Seminggu,2019-2021,Tidak,Ya,Ya,Micro,5-15 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC03829,UMKM Mandiri,Tom,B,Davis,Sr.,CV Makmur,Owner,Ya,Tidak,Tidak,Ya,TikTok,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Small,>30 Juta,3-5 Orang,Toko,Formal,Tidak Bersedia
ACC03830,Warung Berkah,Bob,D,Rodriguez,,PT Utama,Owner,Ya,Tidak,Tidak,Ya,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Online-Only,Formal,Bersedia
ACC03831,UMKM Berkah,Charlie,A,Jones,III,UD Sentosa,President,Ya,Ya,Ya,Ya,Facebook,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Small,>30 Juta,6-10 Orang,Online-Only,Formal,Bersedia
ACC03832,UMKM Sejahtera,Alice,A,Davis,Jr.,Perorangan Sentosa,Manager,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Seminggu,2019-2021,Tidak,Ya,Ya,Medium,>30 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC03833,Usaha Maju,Jane,B,Brown,III,PT Makmur,Director,Tidak,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,>30 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC03834,Warung Mandiri,Bob,,Jones,III,PT Sentosa,Manager,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Small,>30 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC03835,Kios Sejahtera,Alice,D,Jones,III,PT Abadi,Manager,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC03836,Usaha Berkah,Eve,C,Davis,Sr.,UD Makmur,President,Ya,Ya,Tidak,Tidak,WhatsApp,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,15-30 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC03837,UMKM Jaya,Charlie,B,Martinez,,CV Utama,CEO,Tidak,Ya,Ya,Ya,Tidak Ada,Setiap Hari,2022-Sekarang,Ya,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Pasar,Formal,Tidak Bersedia
ACC03838,UMKM Sejahtera,Charlie,A,Brown,Jr.,Perorangan Abadi,CEO,Ya,Tidak,Ya,Ya,Instagram,Setiap Hari,Belum Mengadopsi,Ya,Ya,Tidak,Medium,<5 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC03839,Warung Jaya,Eve,C,Davis,Sr.,Perorangan Utama,Manager,Tidak,Ya,Tidak,Tidak,Instagram,Setiap Hari,2015-2018,Ya,Tidak,Ya,Micro,5-15 Juta,1-2 Orang,Toko,Formal,Tidak Bersedia
ACC03840,Usaha Jaya,Bob,,Williams,Jr.,UD Bersama,Manager,Tidak,Tidak,Ya,Tidak,Instagram,Jarang,2019-2021,Tidak,Tidak,Ya,Micro,>30 Juta,>10 Orang,Online-Only,Dalam Proses,Bersedia
ACC03841,Toko Berkah,David,A,Williams,Sr.,Perorangan Bersama,Manager,Ya,Ya,Ya,Ya,Instagram,Setiap Hari,2015-2018,Tidak,Ya,Ya,Micro,5-15 Juta,1-2 Orang,Online-Only,Informal,Bersedia
ACC03842,Warung Maju,Bob,,Brown,,UD Bersama,Owner,Ya,Ya,Ya,Ya,WhatsApp,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Small,<5 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC03843,UMKM Mandiri,Jane,C,Martinez,,PT Abadi,Manager,Tidak,Ya,Ya,Tidak,WhatsApp,Jarang,2015-2018,Tidak,Tidak,Ya,Medium,<5 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC03844,Usaha Maju,Ella,C,Johnson,Jr.,UD Bersama,CEO,Ya,Ya,Ya,Ya,Instagram,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Rumah,Informal,Tidak Bersedia
ACC03845,Usaha Jaya,Jane,D,Davis,Jr.,Perorangan Bersama,President,Tidak,Tidak,Tidak,Ya,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC03846,Kios Berkah,David,B,Miller,,Perorangan Sentosa,Owner,Ya,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2019-2021,Ya,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Online-Only,Dalam Proses,Bersedia
ACC03847,Warung Jaya,John,D,Johnson,Sr.,CV Abadi,President,Ya,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Tidak,Small,<5 Juta,6-10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC03848,Toko Jaya,Tom,,Martinez,Jr.,Perorangan Utama,Manager,Ya,Tidak,Tidak,Ya,Tidak Ada,Jarang,<2015,Ya,Ya,Tidak,Medium,>30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC03849,Usaha Maju,Bob,,Miller,Sr.,Perorangan Abadi,President,Tidak,Ya,Ya,Ya,Facebook,Setiap Hari,<2015,Tidak,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC03850,Usaha Maju,David,,Rodriguez,Jr.,PT Utama,Director,Tidak,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Small,>30 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC03851,Usaha Jaya,Tom,,Williams,III,PT Makmur,Owner,Tidak,Ya,Ya,Tidak,Tidak Ada,Jarang,Belum Mengadopsi,Tidak,Ya,Ya,Small,5-15 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC03852,Kios Maju,Bob,,Williams,Sr.,CV Abadi,Manager,Tidak,Tidak,Ya,Tidak,WhatsApp,Setiap Hari,2022-Sekarang,Ya,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC03853,Usaha Jaya,John,A,Garcia,Jr.,PT Bersama,Manager,Tidak,Ya,Ya,Tidak,Instagram,Tidak Pernah,2019-2021,Tidak,Ya,Tidak,Medium,<5 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC03854,Toko Sejahtera,Ella,A,Rodriguez,III,CV Makmur,Owner,Ya,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Ya,Small,5-15 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03855,Toko Jaya,Charlie,A,Rodriguez,,PT Utama,Director,Ya,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Sebulan,2022-Sekarang,Ya,Tidak,Tidak,Small,15-30 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03856,Warung Berkah,Ella,,Garcia,III,Perorangan Makmur,Director,Tidak,Tidak,Ya,Ya,Tidak Ada,Beberapa Kali Seminggu,2019-2021,Ya,Ya,Tidak,Small,5-15 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC03857,Kios Mandiri,Charlie,,Rodriguez,III,Perorangan Bersama,Manager,Tidak,Tidak,Ya,Tidak,WhatsApp,Tidak Pernah,<2015,Tidak,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Toko,Informal,Bersedia
ACC03858,Warung Maju,Lucy,C,Jones,III,UD Utama,CEO,Ya,Ya,Ya,Tidak,Facebook,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,5-15 Juta,3-5 Orang,Pasar,Formal,Tidak Bersedia
ACC03859,Toko Jaya,Eve,C,Brown,,UD Makmur,Owner,Tidak,Tidak,Ya,Tidak,TikTok,Tidak Pernah,2015-2018,Ya,Tidak,Tidak,Small,15-30 Juta,1-2 Orang,Online-Only,Formal,Tidak Bersedia
ACC03860,Toko Mandiri,David,D,Johnson,III,PT Abadi,President,Tidak,Tidak,Ya,Tidak,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,<5 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03861,Usaha Sejahtera,Tom,C,Brown,Jr.,CV Bersama,President,Ya,Ya,Ya,Ya,WhatsApp,Setiap Hari,2015-2018,Tidak,Ya,Ya,Micro,15-30 Juta,1-2 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC03862,Usaha Mandiri,Alice,B,Garcia,Sr.,CV Sentosa,CEO,Tidak,Tidak,Ya,Ya,WhatsApp,Jarang,2022-Sekarang,Tidak,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03863,UMKM Berkah,Jane,B,Davis,Jr.,UD Makmur,Director,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,<2015,Ya,Tidak,Tidak,Medium,<5 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC03864,UMKM Maju,David,C,Jones,Jr.,Perorangan Bersama,President,Ya,Tidak,Ya,Ya,Tidak Ada,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC03865,Toko Mandiri,Jane,C,Smith,Jr.,UD Sentosa,CEO,Tidak,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Tidak,Medium,>30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC03866,Toko Mandiri,David,A,Rodriguez,,UD Bersama,CEO,Tidak,Ya,Ya,Tidak,TikTok,Jarang,<2015,Tidak,Tidak,Ya,Micro,>30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC03867,Usaha Maju,John,A,Davis,,CV Sentosa,Director,Tidak,Tidak,Tidak,Tidak,WhatsApp,Jarang,2015-2018,Ya,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Toko,Dalam Proses,Bersedia
ACC03868,Toko Berkah,Jane,A,Jones,,PT Makmur,CEO,Tidak,Ya,Tidak,Tidak,Facebook,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,<5 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC03869,Usaha Sejahtera,David,D,Davis,III,PT Bersama,CEO,Tidak,Ya,Ya,Tidak,Instagram,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Small,<5 Juta,3-5 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03870,Kios Jaya,Charlie,A,Jones,,Perorangan Makmur,Manager,Ya,Ya,Ya,Ya,Tidak Ada,Tidak Pernah,<2015,Tidak,Tidak,Ya,Small,5-15 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC03871,UMKM Sejahtera,Tom,C,Smith,,CV Utama,President,Tidak,Ya,Tidak,Ya,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,15-30 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC03872,UMKM Mandiri,Charlie,D,Davis,III,CV Sentosa,President,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,2022-Sekarang,Ya,Ya,Ya,Small,5-15 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC03873,Usaha Mandiri,Alice,B,Brown,III,CV Bersama,Owner,Tidak,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,2015-2018,Ya,Tidak,Tidak,Medium,>30 Juta,>10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03874,Warung Mandiri,Ella,,Martinez,Sr.,PT Abadi,Director,Tidak,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Ya,Small,>30 Juta,>10 Orang,Toko,Informal,Tidak Bersedia
ACC03875,Usaha Sejahtera,Jane,B,Davis,Sr.,PT Abadi,Manager,Tidak,Ya,Tidak,Tidak,Tidak Ada,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Ya,Small,>30 Juta,6-10 Orang,Pasar,Dalam Proses,Tidak Bersedia
