Account Number,Legal Name,Owner First Name,Owner Middle Initial,Owner Last Name,Suffix,Legal Entity Owner,Title,Has Website,Social Media Presence,Marketplace Usage,Payment Digital Adoption,Active Social Media Channels,Social Media Posting Frequency,Year Started Digital Adoption,POS (Point of Sales) Usage,Online Ads Usage,E-Wallet Acceptance,Business Size,Monthly Revenue,Number of Employees,Location Type,Formalization Status,Willingness to Develop
ACC02090,Toko Sejahtera,John,C,Martinez,Jr.,UD Abadi,Manager,Tidak,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Small,<5 Juta,>10 Orang,Online-Only,Formal,Tidak Bersedia
ACC02091,Usaha Mandiri,John,C,Rodriguez,,Perorangan Abadi,CEO,Tidak,Ya,Tidak,Ya,Instagram,Jarang,Belum Mengadopsi,Tidak,Tidak,Ya,Small,5-15 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC02092,Warung Maju,Tom,A,Johnson,Sr.,CV Utama,CEO,Ya,Tidak,Tidak,Ya,Tidak Ada,Setiap Hari,<2015,Tidak,Ya,Tidak,Micro,5-15 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC02093,Toko Sejahtera,Eve,C,Smith,Sr.,PT Makmur,Director,Ya,Ya,Tidak,Ya,TikTok,Jarang,<2015,Tidak,Tidak,Tidak,Micro,5-15 Juta,1-2 Orang,Online-Only,Informal,Bersedia
ACC02094,Warung Maju,John,,Smith,,Perorangan Makmur,Director,Ya,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2015-2018,Tidak,Ya,Ya,Micro,5-15 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC02095,UMKM Jaya,Bob,C,Martinez,,Perorangan Bersama,Manager,Ya,Tidak,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Ya,Tidak,Small,15-30 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC02096,UMKM Berkah,Lucy,A,Jones,,UD Bersama,Manager,Ya,Tidak,Ya,Ya,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02097,Toko Jaya,Eve,C,Jones,,CV Utama,President,Ya,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Ya,Micro,5-15 Juta,3-5 Orang,Toko,Formal,Tidak Bersedia
ACC02098,Kios Berkah,John,A,Brown,,Perorangan Makmur,Manager,Tidak,Ya,Ya,Ya,WhatsApp,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Micro,15-30 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC02099,Toko Jaya,David,D,Smith,III,UD Sentosa,Manager,Tidak,Ya,Ya,Tidak,Instagram,Jarang,2022-Sekarang,Ya,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02100,Usaha Maju,Ella,A,Smith,Sr.,Perorangan Bersama,CEO,Ya,Ya,Tidak,Tidak,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02101,Kios Jaya,Charlie,B,Williams,III,Perorangan Makmur,Director,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02102,Warung Berkah,John,B,Davis,,PT Abadi,CEO,Tidak,Ya,Tidak,Ya,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Ya,Small,15-30 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC02103,Kios Mandiri,Eve,D,Davis,Jr.,CV Makmur,Manager,Tidak,Ya,Ya,Ya,Instagram,Beberapa Kali Sebulan,2022-Sekarang,Ya,Tidak,Ya,Micro,5-15 Juta,>10 Orang,Pasar,Formal,Tidak Bersedia
ACC02104,Warung Maju,Tom,D,Brown,Jr.,Perorangan Utama,Owner,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Ya,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC02105,Warung Jaya,Ella,D,Williams,Jr.,CV Utama,President,Ya,Ya,Tidak,Ya,TikTok,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Small,<5 Juta,6-10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC02106,Kios Berkah,Bob,C,Smith,,CV Makmur,Manager,Tidak,Ya,Ya,Tidak,Facebook,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC02107,Usaha Maju,Charlie,C,Miller,III,UD Abadi,Manager,Ya,Tidak,Tidak,Ya,Facebook,Jarang,2019-2021,Ya,Ya,Ya,Micro,<5 Juta,>10 Orang,Online-Only,Dalam Proses,Bersedia
ACC02108,Usaha Jaya,Lucy,C,Garcia,III,CV Makmur,Owner,Tidak,Ya,Ya,Ya,Instagram,Beberapa Kali Sebulan,<2015,Ya,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Rumah,Formal,Bersedia
ACC02109,Usaha Maju,Ella,A,Miller,Jr.,PT Sentosa,CEO,Ya,Tidak,Tidak,Ya,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Small,15-30 Juta,1-2 Orang,Toko,Formal,Bersedia
ACC02110,Warung Mandiri,John,D,Martinez,III,UD Abadi,Director,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02111,Usaha Jaya,Tom,A,Jones,III,CV Utama,Owner,Tidak,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,2022-Sekarang,Ya,Ya,Tidak,Small,5-15 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC02112,Toko Jaya,Tom,B,Williams,Sr.,CV Utama,President,Tidak,Ya,Ya,Ya,Instagram,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Medium,<5 Juta,1-2 Orang,Pasar,Formal,Tidak Bersedia
ACC02113,Warung Mandiri,Charlie,A,Davis,,Perorangan Bersama,Manager,Tidak,Ya,Ya,Tidak,Tidak Ada,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02114,UMKM Maju,Ella,D,Miller,Jr.,Perorangan Abadi,Manager,Tidak,Ya,Ya,Ya,TikTok,Jarang,Belum Mengadopsi,Ya,Tidak,Ya,Medium,15-30 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC02115,Toko Jaya,John,A,Brown,,Perorangan Abadi,CEO,Tidak,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Toko,Informal,Tidak Bersedia
ACC02116,Toko Mandiri,Lucy,,Rodriguez,III,CV Abadi,CEO,Tidak,Tidak,Ya,Tidak,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Small,>30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC02117,Warung Berkah,David,B,Smith,Sr.,PT Utama,Director,Tidak,Tidak,Tidak,Ya,Instagram,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Online-Only,Dalam Proses,Bersedia
ACC02118,Toko Jaya,Bob,C,Rodriguez,,CV Utama,President,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,15-30 Juta,>10 Orang,Rumah,Formal,Tidak Bersedia
ACC02119,Kios Maju,John,A,Williams,Sr.,UD Sentosa,Director,Tidak,Ya,Ya,Ya,Facebook,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC02120,Warung Maju,Tom,D,Miller,,Perorangan Makmur,CEO,Tidak,Ya,Ya,Tidak,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Online-Only,Formal,Bersedia
ACC02121,UMKM Jaya,Charlie,A,Brown,III,UD Makmur,Owner,Ya,Ya,Ya,Ya,Instagram,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Tidak,Small,<5 Juta,3-5 Orang,Rumah,Formal,Bersedia
ACC02122,Usaha Sejahtera,John,A,Williams,Sr.,UD Sentosa,CEO,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02123,Warung Berkah,Alice,A,Miller,,PT Abadi,CEO,Ya,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC02124,UMKM Sejahtera,Charlie,A,Davis,,PT Utama,CEO,Tidak,Ya,Tidak,Tidak,Instagram,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Micro,15-30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02125,UMKM Mandiri,David,D,Miller,,Perorangan Utama,Owner,Tidak,Ya,Tidak,Ya,Instagram,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Micro,15-30 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC02126,Toko Berkah,Ella,A,Brown,III,Perorangan Makmur,CEO,Ya,Ya,Ya,Ya,Instagram,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Tidak,Medium,15-30 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC02127,Warung Berkah,John,A,Johnson,III,CV Sentosa,CEO,Ya,Tidak,Tidak,Ya,Tidak Ada,Tidak Pernah,2015-2018,Ya,Tidak,Ya,Small,5-15 Juta,3-5 Orang,Rumah,Dalam Proses,Bersedia
ACC02128,Toko Sejahtera,Alice,D,Johnson,,UD Utama,President,Ya,Tidak,Tidak,Ya,TikTok,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Ya,Small,<5 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02129,UMKM Jaya,Charlie,,Jones,,PT Abadi,Owner,Tidak,Ya,Tidak,Tidak,Facebook,Jarang,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,15-30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02130,UMKM Mandiri,Eve,A,Brown,,Perorangan Makmur,CEO,Ya,Ya,Tidak,Tidak,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,>30 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC02131,Usaha Maju,Tom,D,Johnson,III,UD Makmur,CEO,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Ya,Micro,5-15 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC02132,Kios Sejahtera,Lucy,B,Smith,III,CV Sentosa,CEO,Ya,Tidak,Ya,Tidak,Facebook,Jarang,<2015,Tidak,Ya,Tidak,Micro,>30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02133,Kios Jaya,Jane,A,Davis,Sr.,Perorangan Bersama,Director,Tidak,Tidak,Ya,Tidak,TikTok,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Micro,>30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC02134,Toko Berkah,Bob,A,Garcia,,UD Utama,Director,Tidak,Ya,Ya,Ya,Instagram,Setiap Hari,2015-2018,Tidak,Ya,Tidak,Small,5-15 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC02135,Warung Berkah,John,A,Brown,,PT Bersama,Director,Tidak,Ya,Tidak,Tidak,TikTok,Jarang,2019-2021,Ya,Tidak,Tidak,Small,5-15 Juta,6-10 Orang,Rumah,Formal,Bersedia
ACC02136,Toko Jaya,John,B,Martinez,Sr.,UD Bersama,Director,Ya,Tidak,Tidak,Tidak,TikTok,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,>30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02137,UMKM Jaya,Lucy,D,Rodriguez,Jr.,CV Sentosa,President,Ya,Ya,Ya,Ya,TikTok,Setiap Hari,<2015,Tidak,Ya,Tidak,Micro,5-15 Juta,3-5 Orang,Online-Only,Dalam Proses,Bersedia
ACC02138,Toko Mandiri,John,,Davis,,UD Makmur,Owner,Tidak,Tidak,Ya,Tidak,Instagram,Tidak Pernah,<2015,Ya,Tidak,Tidak,Small,>30 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC02139,Toko Jaya,Jane,C,Johnson,III,Perorangan Sentosa,CEO,Tidak,Ya,Ya,Ya,WhatsApp,Tidak Pernah,<2015,Tidak,Ya,Ya,Micro,>30 Juta,6-10 Orang,Rumah,Informal,Tidak Bersedia
ACC02140,Usaha Maju,Ella,A,Jones,Sr.,CV Utama,President,Tidak,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Medium,5-15 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02141,Kios Sejahtera,David,C,Johnson,Jr.,PT Bersama,Owner,Ya,Ya,Ya,Tidak,TikTok,Beberapa Kali Seminggu,2015-2018,Ya,Ya,Tidak,Medium,>30 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC02142,Toko Berkah,Lucy,,Jones,III,UD Makmur,Owner,Tidak,Ya,Ya,Tidak,Instagram,Setiap Hari,Belum Mengadopsi,Ya,Ya,Tidak,Small,<5 Juta,1-2 Orang,Pasar,Dalam Proses,Bersedia
ACC02143,Usaha Maju,Charlie,D,Williams,Sr.,PT Bersama,Manager,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Ya,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC02144,Warung Maju,Lucy,B,Miller,Sr.,UD Sentosa,CEO,Tidak,Tidak,Tidak,Tidak,WhatsApp,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02145,Toko Mandiri,Tom,,Jones,Sr.,PT Utama,Owner,Ya,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Sebulan,2019-2021,Tidak,Ya,Ya,Micro,15-30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02146,UMKM Jaya,Charlie,,Williams,Sr.,CV Abadi,President,Ya,Ya,Tidak,Ya,Tidak Ada,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Small,15-30 Juta,3-5 Orang,Rumah,Formal,Bersedia
ACC02147,Kios Mandiri,Bob,B,Martinez,Jr.,PT Utama,Owner,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,5-15 Juta,>10 Orang,Rumah,Formal,Tidak Bersedia
ACC02148,Usaha Jaya,David,B,Brown,Jr.,Perorangan Bersama,Owner,Tidak,Tidak,Tidak,Tidak,WhatsApp,Tidak Pernah,2015-2018,Tidak,Tidak,Tidak,Micro,<5 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC02149,Kios Sejahtera,David,,Smith,,Perorangan Abadi,Director,Ya,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02150,Usaha Jaya,John,A,Miller,Sr.,UD Utama,Manager,Ya,Ya,Tidak,Tidak,Tidak Ada,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Micro,5-15 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC02151,Usaha Maju,David,B,Jones,III,CV Utama,Owner,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC02152,UMKM Sejahtera,Tom,B,Miller,III,UD Makmur,Owner,Tidak,Ya,Ya,Tidak,TikTok,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Small,<5 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02153,UMKM Maju,Alice,A,Johnson,Sr.,CV Sentosa,President,Tidak,Tidak,Ya,Tidak,WhatsApp,Jarang,2015-2018,Tidak,Tidak,Tidak,Small,<5 Juta,>10 Orang,Online-Only,Dalam Proses,Bersedia
ACC02154,Usaha Sejahtera,Charlie,A,Jones,Sr.,PT Utama,Director,Ya,Ya,Ya,Tidak,Facebook,Jarang,2022-Sekarang,Tidak,Ya,Tidak,Small,15-30 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC02155,Toko Sejahtera,Tom,D,Brown,Jr.,PT Makmur,President,Tidak,Tidak,Ya,Ya,Tidak Ada,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,15-30 Juta,>10 Orang,Toko,Formal,Bersedia
ACC02156,UMKM Mandiri,John,A,Rodriguez,Sr.,UD Makmur,President,Tidak,Tidak,Tidak,Ya,Facebook,Jarang,2022-Sekarang,Ya,Tidak,Ya,Micro,<5 Juta,6-10 Orang,Online-Only,Dalam Proses,Bersedia
ACC02157,Warung Berkah,Eve,B,Brown,III,PT Abadi,President,Tidak,Ya,Tidak,Tidak,Tidak Ada,Tidak Pernah,2022-Sekarang,Tidak,Ya,Tidak,Small,5-15 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC02158,Kios Mandiri,Alice,B,Rodriguez,,UD Bersama,Manager,Ya,Tidak,Tidak,Ya,Tidak Ada,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Micro,15-30 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC02159,UMKM Sejahtera,David,C,Johnson,Jr.,CV Bersama,CEO,Tidak,Tidak,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Ya,Ya,Micro,<5 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02160,Kios Berkah,Alice,C,Miller,III,Perorangan Makmur,CEO,Tidak,Tidak,Ya,Tidak,TikTok,Jarang,2015-2018,Ya,Tidak,Ya,Small,<5 Juta,>10 Orang,Online-Only,Formal,Bersedia
ACC02161,Kios Berkah,David,,Davis,,UD Sentosa,CEO,Tidak,Ya,Tidak,Ya,Facebook,Tidak Pernah,<2015,Tidak,Tidak,Ya,Small,15-30 Juta,3-5 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC02162,UMKM Mandiri,Lucy,D,Jones,,UD Sentosa,Director,Ya,Tidak,Tidak,Tidak,Instagram,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Medium,<5 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02163,Usaha Maju,John,D,Williams,III,CV Sentosa,President,Tidak,Ya,Ya,Tidak,TikTok,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC02164,UMKM Maju,Charlie,A,Rodriguez,III,UD Bersama,CEO,Tidak,Tidak,Ya,Tidak,Tidak Ada,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,5-15 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC02165,Usaha Berkah,Alice,D,Martinez,Jr.,CV Sentosa,President,Tidak,Ya,Ya,Tidak,Facebook,Jarang,2015-2018,Tidak,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02166,Toko Sejahtera,Lucy,A,Garcia,Jr.,PT Makmur,President,Tidak,Ya,Ya,Ya,Facebook,Setiap Hari,<2015,Ya,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC02167,Warung Jaya,Lucy,B,Jones,,Perorangan Bersama,CEO,Tidak,Ya,Ya,Tidak,WhatsApp,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Medium,<5 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02168,Usaha Sejahtera,Bob,,Smith,,CV Abadi,President,Ya,Ya,Ya,Tidak,TikTok,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC02169,Toko Sejahtera,Alice,B,Garcia,III,Perorangan Bersama,Manager,Tidak,Tidak,Ya,Tidak,Instagram,Setiap Hari,<2015,Tidak,Tidak,Ya,Micro,>30 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC02170,Kios Berkah,John,C,Rodriguez,,CV Makmur,CEO,Tidak,Tidak,Ya,Ya,WhatsApp,Tidak Pernah,2022-Sekarang,Ya,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC02171,Toko Mandiri,Lucy,A,Jones,Jr.,PT Sentosa,Owner,Ya,Ya,Ya,Tidak,Facebook,Jarang,<2015,Tidak,Tidak,Tidak,Medium,15-30 Juta,3-5 Orang,Toko,Informal,Bersedia
ACC02172,Kios Sejahtera,Alice,D,Davis,,CV Bersama,President,Tidak,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Ya,Tidak,Micro,>30 Juta,3-5 Orang,Online-Only,Dalam Proses,Bersedia
ACC02173,Warung Sejahtera,David,A,Jones,III,CV Bersama,Director,Ya,Ya,Ya,Ya,Tidak Ada,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Medium,15-30 Juta,1-2 Orang,Online-Only,Formal,Tidak Bersedia
ACC02174,UMKM Berkah,Lucy,A,Brown,,CV Makmur,Manager,Tidak,Ya,Tidak,Ya,TikTok,Jarang,2019-2021,Tidak,Ya,Ya,Small,15-30 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC02175,UMKM Sejahtera,Jane,C,Rodriguez,III,PT Abadi,President,Ya,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,5-15 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC02176,Toko Mandiri,Lucy,B,Martinez,III,Perorangan Utama,CEO,Tidak,Tidak,Ya,Ya,Instagram,Beberapa Kali Sebulan,2015-2018,Ya,Ya,Ya,Small,5-15 Juta,6-10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02177,Kios Mandiri,Lucy,,Jones,Jr.,UD Bersama,CEO,Tidak,Tidak,Tidak,Tidak,Facebook,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Micro,15-30 Juta,6-10 Orang,Rumah,Informal,Tidak Bersedia
ACC02178,Usaha Maju,John,B,Davis,Jr.,Perorangan Abadi,Director,Ya,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Ya,Ya,Micro,15-30 Juta,>10 Orang,Toko,Informal,Tidak Bersedia
ACC02179,Kios Jaya,Jane,A,Garcia,Jr.,UD Makmur,Owner,Tidak,Ya,Tidak,Ya,Instagram,Beberapa Kali Sebulan,<2015,Ya,Tidak,Ya,Small,<5 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC02180,UMKM Mandiri,Bob,B,Williams,Sr.,CV Makmur,Manager,Tidak,Ya,Tidak,Ya,Instagram,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,15-30 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC02181,UMKM Jaya,Lucy,D,Rodriguez,Sr.,PT Makmur,CEO,Tidak,Ya,Ya,Tidak,Tidak Ada,Tidak Pernah,2022-Sekarang,Ya,Tidak,Tidak,Medium,15-30 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC02182,Usaha Jaya,Alice,A,Martinez,,UD Utama,President,Ya,Tidak,Tidak,Tidak,Tidak Ada,Jarang,2022-Sekarang,Ya,Tidak,Ya,Medium,15-30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC02183,Usaha Mandiri,Tom,A,Davis,,Perorangan Abadi,Director,Ya,Ya,Ya,Tidak,Facebook,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Tidak,Medium,>30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC02184,Usaha Jaya,Charlie,D,Williams,,CV Makmur,Owner,Tidak,Ya,Tidak,Ya,WhatsApp,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC02185,Toko Maju,Jane,C,Jones,Jr.,PT Utama,President,Tidak,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,<2015,Ya,Tidak,Tidak,Micro,15-30 Juta,1-2 Orang,Pasar,Formal,Tidak Bersedia
ACC02186,Toko Mandiri,Jane,D,Garcia,III,UD Makmur,Manager,Ya,Ya,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC02187,Kios Mandiri,Charlie,D,Martinez,III,CV Abadi,CEO,Ya,Ya,Tidak,Tidak,Facebook,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Medium,>30 Juta,1-2 Orang,Online-Only,Formal,Bersedia
ACC02188,Warung Mandiri,David,B,Davis,III,CV Utama,CEO,Tidak,Ya,Tidak,Ya,TikTok,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Small,15-30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC02189,Usaha Maju,David,D,Martinez,,Perorangan Sentosa,Director,Ya,Tidak,Ya,Tidak,Facebook,Jarang,2019-2021,Ya,Tidak,Tidak,Micro,15-30 Juta,3-5 Orang,Toko,Dalam Proses,Bersedia
ACC02190,UMKM Mandiri,Charlie,,Rodriguez,Sr.,PT Abadi,Owner,Ya,Ya,Ya,Tidak,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Micro,>30 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02191,UMKM Berkah,Lucy,D,Martinez,,UD Utama,Director,Ya,Ya,Tidak,Tidak,Tidak Ada,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,<5 Juta,>10 Orang,Online-Only,Formal,Tidak Bersedia
ACC02192,UMKM Mandiri,John,,Rodriguez,,UD Makmur,President,Tidak,Tidak,Ya,Ya,Instagram,Jarang,2015-2018,Tidak,Tidak,Tidak,Small,5-15 Juta,6-10 Orang,Online-Only,Formal,Tidak Bersedia
ACC02193,UMKM Jaya,Lucy,B,Williams,III,UD Makmur,Director,Ya,Ya,Ya,Tidak,Facebook,Setiap Hari,2015-2018,Tidak,Tidak,Ya,Medium,<5 Juta,1-2 Orang,Online-Only,Informal,Bersedia
ACC02194,Usaha Berkah,Jane,A,Williams,Sr.,UD Abadi,Owner,Ya,Tidak,Ya,Tidak,WhatsApp,Setiap Hari,<2015,Tidak,Tidak,Tidak,Medium,>30 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
